order_id,product_id,quantity,line_total
4620,53,2,662.1
4620,65,3,1413.09
4620,53,2,662.1
4620,96,5,2328.6
4621,24,1,143.57
4621,100,4,1514.0
4621,5,1,364.42
4621,32,3,1140.39
4622,87,4,578.44
4622,33,2,24.24
4623,28,5,1539.0
4623,52,5,2144.8
4623,30,5,638.15
4624,45,4,809.04
4624,67,5,2403.95
4624,50,2,629.6
4625,23,3,995.4
4626,90,5,2021.9
4627,97,5,2149.55
4627,37,4,1713.8
4627,83,4,1265.32
4627,23,5,1659.0
4628,65,1,471.03
4628,75,3,120.72
4628,7,3,781.71
4629,96,1,465.72
4629,12,4,175.36
4630,50,2,629.6
4630,71,2,109.78
4630,36,2,50.32
4630,88,2,185.66
4631,93,2,378.3
4631,77,3,1269.63
4632,77,2,846.42
4632,54,5,428.25
4633,23,2,663.6
4633,79,2,816.32
4634,34,3,187.38
4634,66,1,196.12
4634,49,1,190.43
4634,18,2,181.56
4635,93,2,378.3
4635,55,4,159.72
4635,88,1,92.83
4636,68,2,906.3
4636,4,1,320.53
4636,76,4,651.56
4637,95,3,521.1
4637,92,4,837.0
4637,12,2,87.68
4638,89,2,753.1
4638,82,1,349.88
4638,64,2,550.16
4638,51,5,1270.25
4639,79,5,2040.8
4639,90,4,1617.52
4639,4,1,320.53
4639,96,1,465.72
4640,43,3,272.19
4640,47,4,1277.48
4641,91,2,990.6
4641,50,4,1259.2
4642,19,4,329.76
4642,39,1,239.72
4642,15,4,1675.24
4643,30,2,255.26
4644,100,1,378.5
4645,68,3,1359.45
4645,39,4,958.88
4645,47,2,638.74
4646,25,5,2388.3
4646,90,5,2021.9
4647,66,3,588.36
4647,99,4,1506.72
4648,17,5,1037.15
4649,6,3,1464.15
4649,53,5,1655.25
4649,16,5,1747.55
4649,73,1,51.75
4650,65,3,1413.09
4650,34,2,124.92
4650,14,3,1444.53
4651,54,5,428.25
4651,8,4,659.44
4651,27,4,1117.64
4651,87,3,433.83
4652,77,4,1692.84
4653,18,2,181.56
4653,3,3,817.83
4654,61,2,394.28
4654,89,4,1506.2
4655,100,3,1135.5
4655,73,5,258.75
4655,94,1,389.32
4655,26,1,370.26
4656,31,5,906.05
4656,59,3,1411.23
4657,96,2,931.44
4657,1,2,61.16
4657,50,5,1574.0
4658,67,2,961.58
4658,16,1,349.51
4658,24,1,143.57
4658,71,5,274.45
4659,23,3,995.4
4659,49,5,952.15
4659,51,1,254.05
4660,55,3,119.79
4661,90,2,808.76
4662,58,3,884.88
4662,50,2,629.6
4663,20,2,257.74
4663,33,1,12.12
4663,55,4,159.72
4664,37,3,1285.35
4665,71,2,109.78
4666,71,3,164.67
4667,29,3,638.1
4668,56,1,323.0
4668,71,1,54.89
4669,24,2,287.14
4669,71,4,219.56
4670,64,1,275.08
4670,5,1,364.42
4671,48,4,109.72
4672,46,2,619.7
4672,42,5,1196.85
4672,99,5,1883.4
4672,5,5,1822.1
4673,37,5,2142.25
4673,8,2,329.72
4674,71,2,109.78
4674,77,1,423.21
4674,90,5,2021.9
4675,100,4,1514.0
4675,49,3,571.29
4675,14,4,1926.04
4676,34,2,124.92
4677,44,2,439.52
4677,45,3,606.78
4678,79,4,1632.64
4678,34,4,249.84
4678,8,4,659.44
4679,9,1,398.62
4679,37,3,1285.35
4680,94,2,778.64
4680,46,4,1239.4
4681,23,1,331.8
4681,76,5,814.45
4681,50,2,629.6
4681,65,5,2355.15
4682,76,4,651.56
4682,21,4,1107.48
4682,77,3,1269.63
4682,11,5,1111.45
4683,26,1,370.26
4683,52,2,857.92
4683,19,2,164.88
4684,52,3,1286.88
4684,11,4,889.16
4684,92,5,1046.25
4685,20,1,128.87
4685,11,4,889.16
4685,12,3,131.52
4685,39,4,958.88
4686,15,5,2094.05
4686,75,1,40.24
4686,49,5,952.15
4686,67,5,2403.95
4687,70,2,78.66
4688,68,2,906.3
4688,65,5,2355.15
4688,41,4,993.4
4688,77,3,1269.63
4689,96,3,1397.16
4689,78,4,66.08
4689,83,1,316.33
4690,80,3,433.56
4691,9,3,1195.86
4691,15,4,1675.24
4692,28,2,615.6
4693,68,1,453.15
4693,45,2,404.52
4693,79,2,816.32
4693,86,2,805.44
4694,22,5,1793.6
4695,75,5,201.2
4695,57,5,90.6
4696,6,2,976.1
4696,34,3,187.38
4696,74,5,1715.45
4697,76,4,651.56
4697,14,2,963.02
4697,12,5,219.2
4698,18,1,90.78
4698,21,2,553.74
4698,91,1,495.3
4698,11,5,1111.45
4699,48,3,82.29
4699,89,3,1129.65
4699,64,4,1100.32
4699,52,1,428.96
4700,9,3,1195.86
4700,81,1,63.49
4701,80,4,578.08
4702,91,2,990.6
4702,19,3,247.32
4702,49,2,380.86
4702,7,5,1302.85
4703,11,2,444.58
4703,55,1,39.93
4703,58,3,884.88
4704,21,4,1107.48
4705,38,3,1059.93
4706,27,2,558.82
4706,39,4,958.88
4706,6,2,976.1
4707,69,4,407.68
4707,26,3,1110.78
4707,58,1,294.96
4708,1,5,152.9
4708,26,3,1110.78
4708,69,5,509.6
4708,78,3,49.56
4709,65,5,2355.15
4709,33,4,48.48
4709,27,5,1397.05
4709,62,4,1293.72
4710,31,4,724.84
4710,5,5,1822.1
4711,48,1,27.43
4712,61,5,985.7
4712,9,2,797.24
4712,87,1,144.61
4713,50,3,944.4
4713,1,5,152.9
4714,81,5,317.45
4715,83,4,1265.32
4715,5,2,728.84
4716,14,1,481.51
4716,58,2,589.92
4717,77,3,1269.63
4717,71,3,164.67
4717,43,1,90.73
4717,97,3,1289.73
4718,67,4,1923.16
4718,39,2,479.44
4719,95,3,521.1
4719,70,4,157.32
4719,25,2,955.32
4719,41,1,248.35
4720,37,1,428.45
4720,63,3,695.52
4720,12,5,219.2
4721,99,5,1883.4
4721,48,4,109.72
4721,63,1,231.84
4722,97,3,1289.73
4722,85,2,737.72
4722,86,3,1208.16
4722,10,2,278.12
4723,37,2,856.9
4723,38,3,1059.93
4724,19,2,164.88
4724,21,4,1107.48
4724,21,3,830.61
4724,88,1,92.83
4725,9,3,1195.86
4726,22,3,1076.16
4726,15,2,837.62
4726,23,5,1659.0
4726,8,4,659.44
4727,4,2,641.06
4727,45,3,606.78
4727,83,2,632.66
4728,18,5,453.9
4728,5,1,364.42
4729,95,5,868.5
4730,55,4,159.72
4731,26,4,1481.04
4732,47,4,1277.48
4732,91,4,1981.2
4732,48,4,109.72
4732,29,2,425.4
4733,38,1,353.31
4733,35,1,27.77
4733,72,1,14.02
4733,11,5,1111.45
4734,14,3,1444.53
4734,76,1,162.89
4734,43,1,90.73
4735,96,4,1862.88
4735,44,3,659.28
4736,7,1,260.57
4736,8,4,659.44
4736,54,1,85.65
4737,53,5,1655.25
4737,33,5,60.6
4738,32,1,380.13
4739,11,4,889.16
4739,83,5,1581.65
4740,43,5,453.65
4740,16,3,1048.53
4740,80,4,578.08
4741,62,3,970.29
4741,89,3,1129.65
4741,65,1,471.03
4742,14,3,1444.53
4742,33,5,60.6
4742,28,5,1539.0
4742,22,3,1076.16
4743,50,2,629.6
4743,66,5,980.6
4744,44,3,659.28
4744,73,1,51.75
4745,13,3,52.65
4745,70,3,117.99
4745,41,4,993.4
4745,30,3,382.89
4746,66,4,784.48
4747,60,5,1449.3
4748,38,5,1766.55
4748,76,3,488.67
4749,33,3,36.36
4749,64,5,1375.4
4749,18,5,453.9
4749,34,1,62.46
4750,88,5,464.15
4751,4,1,320.53
4752,82,2,699.76
4753,44,1,219.76
4753,25,4,1910.64
4754,54,2,171.3
4754,64,5,1375.4
4755,95,5,868.5
4755,79,1,408.16
4755,82,2,699.76
4756,93,3,567.45
4756,57,1,18.12
4756,68,1,453.15
4757,68,1,453.15
4757,98,1,217.35
4758,54,5,428.25
4759,23,1,331.8
4760,29,5,1063.5
4760,2,2,536.04
4760,93,1,189.15
4761,44,3,659.28
4761,15,5,2094.05
4761,3,2,545.22
4762,32,1,380.13
4762,12,1,43.84
4762,19,5,412.2
4762,63,1,231.84
4763,50,1,314.8
4763,34,2,124.92
4763,78,4,66.08
4763,5,2,728.84
4764,33,3,36.36
4764,68,2,906.3
4764,93,4,756.6
4765,97,1,429.91
4765,16,4,1398.04
4765,11,4,889.16
4766,3,1,272.61
4766,58,2,589.92
4766,15,2,837.62
4767,91,5,2476.5
4767,59,5,2352.05
4768,26,3,1110.78
4769,38,3,1059.93
4770,74,2,686.18
4771,19,1,82.44
4771,17,2,414.86
4771,88,1,92.83
4772,60,1,289.86
4772,10,1,139.06
4772,7,5,1302.85
4772,61,2,394.28
4773,2,1,268.02
4773,54,4,342.6
4773,30,3,382.89
4773,54,4,342.6
4774,75,1,40.24
4774,93,4,756.6
4775,56,2,646.0
4775,11,1,222.29
4776,21,4,1107.48
4776,22,4,1434.88
4776,73,4,207.0
4776,51,4,1016.2
4777,13,4,70.2
4777,94,5,1946.6
4777,44,4,879.04
4777,42,5,1196.85
4778,84,5,2196.75
4778,73,3,155.25
4778,5,4,1457.68
4779,52,5,2144.8
4779,22,2,717.44
4779,86,4,1610.88
4780,6,1,488.05
4781,82,3,1049.64
4781,52,2,857.92
4781,82,1,349.88
4782,30,5,638.15
4783,76,4,651.56
4783,52,3,1286.88
4784,57,5,90.6
4784,18,1,90.78
4785,25,1,477.66
4786,69,3,305.76
4786,81,3,190.47
4787,79,4,1632.64
4787,73,4,207.0
4787,94,5,1946.6
4788,51,5,1270.25
4788,36,4,100.64
4788,79,1,408.16
4788,85,3,1106.58
4789,88,1,92.83
4789,65,2,942.06
4789,70,4,157.32
4789,67,3,1442.37
4790,40,4,213.72
4790,15,1,418.81
4790,29,2,425.4
4790,3,1,272.61
4791,62,1,323.43
4791,80,3,433.56
4791,6,4,1952.2
4792,7,4,1042.28
4792,69,4,407.68
4792,92,2,418.5
4793,11,3,666.87
4793,14,4,1926.04
4793,55,1,39.93
4793,36,4,100.64
4794,79,2,816.32
4794,25,5,2388.3
4794,86,5,2013.6
4794,4,5,1602.65
4795,59,1,470.41
4795,85,2,737.72
4795,70,3,117.99
4796,83,5,1581.65
4796,22,1,358.72
4797,20,3,386.61
4797,27,3,838.23
4798,85,2,737.72
4798,36,5,125.8
4798,9,2,797.24
4799,9,1,398.62
4800,99,5,1883.4
4800,9,1,398.62
4800,96,5,2328.6
4801,90,1,404.38
4801,2,4,1072.08
4802,67,5,2403.95
4803,90,5,2021.9
4803,89,2,753.1
4804,11,4,889.16
4805,30,4,510.52
4805,97,3,1289.73
4805,14,1,481.51
4806,84,3,1318.05
4806,1,4,122.32
4806,8,4,659.44
4806,18,4,363.12
4807,72,3,42.06
4807,57,4,72.48
4807,72,5,70.1
4807,92,1,209.25
4808,97,5,2149.55
4808,22,1,358.72
4808,40,5,267.15
4808,98,3,652.05
4809,66,5,980.6
4809,17,5,1037.15
4809,67,1,480.79
4810,75,2,80.48
4810,4,5,1602.65
4810,7,1,260.57
4811,73,1,51.75
4812,16,2,699.02
4812,42,4,957.48
4812,59,4,1881.64
4813,16,2,699.02
4813,95,1,173.7
4814,99,2,753.36
4815,67,2,961.58
4816,52,2,857.92
4816,2,4,1072.08
4816,57,1,18.12
4817,16,3,1048.53
4817,20,5,644.35
4818,46,5,1549.25
4818,22,3,1076.16
4818,1,5,152.9
4819,17,1,207.43
4819,41,4,993.4
4819,56,5,1615.0
4820,81,3,190.47
4820,63,3,695.52
4820,7,3,781.71
4821,14,2,963.02
4821,4,4,1282.12
4821,5,5,1822.1
4821,66,3,588.36
4822,92,5,1046.25
4823,34,4,249.84
4823,90,5,2021.9
4824,48,2,54.86
4824,92,2,418.5
4824,78,5,82.6
4824,31,1,181.21
4825,11,5,1111.45
4825,92,3,627.75
4825,62,2,646.86
4825,99,2,753.36
4826,96,4,1862.88
4826,96,5,2328.6
4826,100,1,378.5
4827,35,5,138.85
4827,100,1,378.5
4827,21,1,276.87
4828,27,1,279.41
4828,23,4,1327.2
4829,38,1,353.31
4829,6,2,976.1
4830,36,3,75.48
4830,41,1,248.35
4831,83,5,1581.65
4831,18,3,272.34
4831,51,5,1270.25
4832,5,5,1822.1
4832,90,5,2021.9
4833,57,5,90.6
4833,71,4,219.56
4834,93,3,567.45
4835,47,2,638.74
4835,23,2,663.6
4836,5,5,1822.1
4836,55,5,199.65
4836,43,4,362.92
4836,51,4,1016.2
4837,82,4,1399.52
4837,28,1,307.8
4837,37,5,2142.25
4838,20,3,386.61
4839,44,5,1098.8
4839,66,4,784.48
4840,63,5,1159.2
4840,92,3,627.75
4841,75,5,201.2
4842,80,4,578.08
4842,3,1,272.61
4842,100,5,1892.5
4842,54,4,342.6
4843,18,3,272.34
4843,24,4,574.28
4843,25,3,1432.98
4844,41,1,248.35
4844,24,5,717.85
4844,7,2,521.14
4845,96,4,1862.88
4846,87,5,723.05
4847,66,3,588.36
4847,66,1,196.12
4848,36,5,125.8
4849,67,3,1442.37
4849,42,1,239.37
4849,7,3,781.71
4849,25,1,477.66
4850,42,3,718.11
4850,41,3,745.05
4850,38,4,1413.24
4850,84,5,2196.75
4851,82,1,349.88
4852,88,3,278.49
4852,88,4,371.32
4853,73,1,51.75
4853,31,5,906.05
4853,78,5,82.6
4854,93,1,189.15
4854,63,2,463.68
4854,70,5,196.65
4855,63,3,695.52
4855,89,1,376.55
4855,65,4,1884.12
4856,45,2,404.52
4856,77,4,1692.84
4856,92,5,1046.25
4857,33,4,48.48
4858,55,1,39.93
4858,65,5,2355.15
4859,61,4,788.56
4859,70,2,78.66
4860,27,2,558.82
4861,5,2,728.84
4861,62,3,970.29
4861,72,5,70.1
4861,44,4,879.04
4862,10,4,556.24
4862,42,5,1196.85
4863,41,1,248.35
4863,80,4,578.08
4864,63,5,1159.2
4864,59,5,2352.05
4865,4,5,1602.65
4866,85,4,1475.44
4867,10,1,139.06
4868,47,5,1596.85
4869,25,5,2388.3
4869,51,1,254.05
4869,96,4,1862.88
4869,84,2,878.7
4870,16,5,1747.55
4871,6,1,488.05
4871,9,1,398.62
4871,34,5,312.3
4872,29,4,850.8
4872,28,5,1539.0
4872,87,3,433.83
4872,88,5,464.15
4873,12,5,219.2
4874,67,5,2403.95
4874,24,5,717.85
4874,80,2,289.04
4874,91,3,1485.9
4875,19,4,329.76
4876,43,1,90.73
4876,28,5,1539.0
4877,76,2,325.78
4877,66,3,588.36
4877,17,5,1037.15
4877,69,4,407.68
4878,92,5,1046.25
4878,6,3,1464.15
4878,77,4,1692.84
4878,79,1,408.16
4879,76,2,325.78
4879,2,2,536.04
4879,24,1,143.57
4880,12,1,43.84
4880,11,5,1111.45
4880,44,5,1098.8
4880,90,2,808.76
4881,9,2,797.24
4881,97,3,1289.73
4882,57,5,90.6
4882,13,5,87.75
4882,8,3,494.58
4883,1,4,122.32
4883,2,2,536.04
4884,5,5,1822.1
4884,29,3,638.1
4885,88,4,371.32
4885,74,3,1029.27
4886,82,3,1049.64
4886,92,1,209.25
4886,94,3,1167.96
4886,87,1,144.61
4887,31,5,906.05
4887,24,2,287.14
4887,47,4,1277.48
4887,18,5,453.9
4888,45,2,404.52
4888,16,5,1747.55
4888,88,3,278.49
4888,40,5,267.15
4889,100,2,757.0
4890,42,3,718.11
4891,34,5,312.3
4891,1,5,152.9
4891,98,2,434.7
4892,6,5,2440.25
4892,1,1,30.58
4892,79,3,1224.48
4893,5,3,1093.26
4894,23,1,331.8
4894,19,4,329.76
4894,28,1,307.8
4894,53,3,993.15
4895,63,4,927.36
4896,22,2,717.44
4897,66,2,392.24
4897,75,2,80.48
4897,100,4,1514.0
4898,80,3,433.56
4898,51,3,762.15
4899,29,5,1063.5
4899,78,5,82.6
4900,30,1,127.63
4901,6,5,2440.25
4901,61,2,394.28
4901,77,3,1269.63
4902,100,5,1892.5
4902,25,4,1910.64
4903,10,4,556.24
4903,89,2,753.1
4903,83,3,948.99
4903,99,4,1506.72
4904,94,4,1557.28
4904,30,5,638.15
4904,27,3,838.23
4905,14,3,1444.53
4905,72,4,56.08
4905,16,1,349.51
4906,19,5,412.2
4907,90,1,404.38
4907,29,5,1063.5
4907,12,2,87.68
4908,28,1,307.8
4909,81,4,253.96
4910,50,3,944.4
4910,30,3,382.89
4911,35,1,27.77
4911,45,4,809.04
4911,41,1,248.35
4911,31,2,362.42
4912,74,3,1029.27
4912,11,5,1111.45
4913,92,3,627.75
4913,80,4,578.08
4914,20,3,386.61
4914,80,4,578.08
4914,40,1,53.43
4914,82,5,1749.4
4915,74,2,686.18
4915,33,3,36.36
4916,67,5,2403.95
4917,59,5,2352.05
4917,1,3,91.74
4917,37,4,1713.8
4917,6,1,488.05
4918,52,1,428.96
4918,6,4,1952.2
4918,53,5,1655.25
4918,3,4,1090.44
4919,39,4,958.88
4919,57,3,54.36
4919,40,5,267.15
4920,86,4,1610.88
4921,90,4,1617.52
4921,85,4,1475.44
4921,38,2,706.62
4922,31,5,906.05
4922,49,4,761.72
4922,5,1,364.42
4923,1,2,61.16
4923,28,2,615.6
4923,96,2,931.44
4923,3,2,545.22
4924,73,3,155.25
4924,13,5,87.75
4924,43,1,90.73
4925,40,1,53.43
4925,55,4,159.72
4925,13,2,35.1
4925,3,2,545.22
4926,11,4,889.16
4926,38,4,1413.24
4927,83,5,1581.65
4927,14,5,2407.55
4927,87,5,723.05
4927,56,2,646.0
4928,86,2,805.44
4929,6,5,2440.25
4930,78,1,16.52
4930,59,1,470.41
4931,100,2,757.0
4931,73,1,51.75
4931,65,5,2355.15
4932,68,4,1812.6
4933,21,3,830.61
4933,56,4,1292.0
4933,66,1,196.12
4933,60,4,1159.44
4934,78,4,66.08
4934,26,4,1481.04
4934,80,3,433.56
4935,58,5,1474.8
4935,90,2,808.76
4936,32,5,1900.65
4937,38,5,1766.55
4937,74,5,1715.45
4938,43,2,181.46
4938,37,2,856.9
4938,33,4,48.48
4938,12,4,175.36
4939,48,2,54.86
4939,83,1,316.33
4939,39,4,958.88
4939,86,2,805.44
4940,3,3,817.83
4941,22,4,1434.88
4941,9,3,1195.86
4941,12,4,175.36
4942,80,5,722.6
4943,46,5,1549.25
4943,40,4,213.72
4943,28,1,307.8
4944,91,3,1485.9
4944,63,1,231.84
4944,26,3,1110.78
4945,20,3,386.61
4945,71,3,164.67
4945,45,5,1011.3
4946,16,5,1747.55
4946,63,2,463.68
4946,93,5,945.75
4946,90,5,2021.9
4947,72,4,56.08
4947,19,1,82.44
4947,39,3,719.16
4948,14,3,1444.53
4948,42,3,718.11
4949,7,1,260.57
4949,44,3,659.28
4950,96,3,1397.16
4950,31,3,543.63
4950,34,3,187.38
4950,46,2,619.7
4951,27,5,1397.05
4951,43,1,90.73
4951,81,3,190.47
4951,16,2,699.02
4952,91,2,990.6
4952,14,5,2407.55
4952,77,2,846.42
4953,87,3,433.83
4953,46,4,1239.4
4954,11,5,1111.45
4954,76,3,488.67
4954,42,5,1196.85
4954,56,1,323.0
4955,68,4,1812.6
4955,79,1,408.16
4955,84,4,1757.4
4955,76,2,325.78
4956,48,2,54.86
4957,12,4,175.36
4958,4,3,961.59
4958,48,4,109.72
4958,3,1,272.61
4959,65,1,471.03
4959,2,4,1072.08
4960,48,1,27.43
4960,87,1,144.61
4961,22,4,1434.88
4961,49,4,761.72
4961,49,1,190.43
4962,36,1,25.16
4963,75,5,201.2
4964,35,3,83.31
4964,47,5,1596.85
4964,55,4,159.72
4965,7,1,260.57
4966,15,5,2094.05
4967,83,4,1265.32
4967,32,5,1900.65
4967,65,3,1413.09
4968,26,4,1481.04
4968,94,4,1557.28
4969,46,1,309.85
4969,55,2,79.86
4969,50,2,629.6
4970,66,2,392.24
4970,78,2,33.04
4970,49,2,380.86
4970,55,3,119.79
4971,55,4,159.72
4971,54,1,85.65
4972,53,3,993.15
4973,38,4,1413.24
4973,35,1,27.77
4973,51,2,508.1
4973,5,2,728.84
4974,9,1,398.62
4974,95,3,521.1
4974,21,5,1384.35
4975,20,2,257.74
4976,99,2,753.36
4976,56,3,969.0
4977,44,4,879.04
4977,69,1,101.92
4977,44,3,659.28
4978,55,2,79.86
4979,2,4,1072.08
4979,64,1,275.08
4979,28,3,923.4
4979,20,1,128.87
4980,4,4,1282.12
4980,71,3,164.67
4980,86,1,402.72
4980,81,4,253.96
4981,20,1,128.87
4981,71,5,274.45
4981,67,4,1923.16
4981,65,4,1884.12
4982,99,4,1506.72
4982,18,2,181.56
4982,92,4,837.0
4982,44,1,219.76
4983,22,1,358.72
4983,41,4,993.4
4984,62,2,646.86
4984,42,5,1196.85
4985,46,2,619.7
4985,11,2,444.58
4986,30,2,255.26
4986,54,1,85.65
4986,11,3,666.87
4987,19,1,82.44
4987,1,2,61.16
4987,98,5,1086.75
4988,40,4,213.72
4989,81,4,253.96
4990,54,1,85.65
4990,39,3,719.16
4990,59,1,470.41
4991,31,1,181.21
4991,47,1,319.37
4992,29,4,850.8
4992,30,4,510.52
4992,57,2,36.24
4992,1,3,91.74
4993,58,4,1179.84
4993,10,1,139.06
4993,55,1,39.93
4994,24,1,143.57
4994,48,1,27.43
4995,26,4,1481.04
4995,28,2,615.6
4995,85,3,1106.58
4995,33,1,12.12
4996,25,1,477.66
4996,57,1,18.12
4996,57,4,72.48
4997,32,2,760.26
4998,68,5,2265.75
4998,85,3,1106.58
4999,12,5,219.2
4999,22,2,717.44
4999,8,5,824.3
4999,44,5,1098.8
5000,15,4,1675.24
5000,10,4,556.24
5000,84,4,1757.4
5001,71,5,274.45
5001,48,3,82.29
5001,61,3,591.42
5002,70,2,78.66
5002,85,3,1106.58
5002,20,1,128.87
5002,45,5,1011.3
5003,93,2,378.3
5003,94,4,1557.28
5003,62,3,970.29
5003,31,2,362.42
5004,4,5,1602.65
5004,93,1,189.15
5004,14,3,1444.53
5005,75,5,201.2
5005,59,4,1881.64
5005,83,1,316.33
5006,43,1,90.73
5007,20,5,644.35
5007,44,1,219.76
5007,65,1,471.03
5008,75,4,160.96
5008,6,2,976.1
5009,78,2,33.04
5009,100,5,1892.5
5010,1,2,61.16
5010,63,3,695.52
5010,93,1,189.15
5011,95,3,521.1
5012,2,1,268.02
5012,18,4,363.12
5012,60,4,1159.44
5012,65,4,1884.12
5013,25,3,1432.98
5013,9,3,1195.86
5014,3,5,1363.05
5014,2,3,804.06
5014,63,2,463.68
5015,13,4,70.2
5015,79,1,408.16
5016,83,2,632.66
5016,69,5,509.6
5016,85,5,1844.3
5016,27,5,1397.05
5017,93,2,378.3
5017,83,5,1581.65
5017,25,3,1432.98
5017,74,1,343.09
5018,15,1,418.81
5018,87,2,289.22
5018,6,5,2440.25
5019,22,5,1793.6
5019,63,3,695.52
5020,69,2,203.84
5020,67,1,480.79
5020,8,4,659.44
5020,29,3,638.1
5021,60,2,579.72
5022,62,5,1617.15
5022,84,3,1318.05
5022,44,4,879.04
5022,100,1,378.5
5023,68,5,2265.75
5023,56,1,323.0
5024,73,3,155.25
5024,65,4,1884.12
5024,75,2,80.48
5024,8,4,659.44
5025,47,4,1277.48
5025,100,5,1892.5
5025,79,2,816.32
5026,80,2,289.04
5027,96,2,931.44
5027,43,3,272.19
5028,54,3,256.95
5029,26,4,1481.04
5029,79,1,408.16
5030,80,5,722.6
5030,4,4,1282.12
5030,35,1,27.77
5031,29,3,638.1
5032,23,4,1327.2
5033,71,4,219.56
5034,51,3,762.15
5034,52,4,1715.84
5034,27,1,279.41
5034,19,1,82.44
5035,48,3,82.29
5035,50,5,1574.0
5036,64,3,825.24
5036,14,1,481.51
5037,50,4,1259.2
5038,35,2,55.54
5039,41,1,248.35
5039,63,3,695.52
5039,67,4,1923.16
5039,46,3,929.55
5040,30,3,382.89
5040,8,4,659.44
5040,70,4,157.32
5041,81,5,317.45
5041,23,2,663.6
5041,46,2,619.7
5042,50,1,314.8
5042,63,1,231.84
5042,5,2,728.84
5042,30,4,510.52
5043,24,2,287.14
5043,34,2,124.92
5043,6,5,2440.25
5044,5,5,1822.1
5045,32,2,760.26
5046,5,3,1093.26
5046,34,3,187.38
5046,90,1,404.38
5046,16,4,1398.04
5047,13,3,52.65
5047,99,5,1883.4
5047,94,4,1557.28
5048,60,1,289.86
5048,80,3,433.56
5048,2,1,268.02
5049,93,4,756.6
5049,82,2,699.76
5049,80,3,433.56
5049,80,5,722.6
5050,64,1,275.08
5050,50,3,944.4
5051,55,4,159.72
5051,29,3,638.1
5051,5,2,728.84
5052,39,5,1198.6
5052,47,2,638.74
5052,8,4,659.44
5052,44,3,659.28
5053,2,5,1340.1
5054,37,5,2142.25
5054,39,2,479.44
5055,56,3,969.0
5055,100,3,1135.5
5056,53,4,1324.2
5056,94,1,389.32
5056,54,3,256.95
5057,43,4,362.92
5057,88,5,464.15
5057,61,1,197.14
5058,92,3,627.75
5058,91,1,495.3
5058,2,5,1340.1
5059,80,4,578.08
5059,62,4,1293.72
5059,73,3,155.25
5060,13,5,87.75
5060,77,5,2116.05
5061,88,4,371.32
5061,29,3,638.1
5061,17,4,829.72
5061,7,5,1302.85
5062,86,5,2013.6
5062,89,4,1506.2
5062,5,5,1822.1
5063,90,2,808.76
5063,66,1,196.12
5063,41,1,248.35
5064,44,1,219.76
5064,6,1,488.05
5064,28,3,923.4
5064,55,2,79.86
5065,100,3,1135.5
5065,69,5,509.6
5066,9,1,398.62
5066,13,5,87.75
5066,17,1,207.43
5067,89,2,753.1
5068,88,3,278.49
5068,72,2,28.04
5068,26,2,740.52
5068,94,5,1946.6
5069,86,4,1610.88
5070,42,2,478.74
5070,61,3,591.42
5071,66,3,588.36
5071,14,4,1926.04
5072,27,4,1117.64
5073,77,3,1269.63
5073,20,4,515.48
5073,45,1,202.26
5073,12,5,219.2
5074,8,5,824.3
5074,21,3,830.61
5074,35,3,83.31
5074,10,1,139.06
5075,42,5,1196.85
5075,28,3,923.4
5076,94,5,1946.6
5077,32,3,1140.39
5077,66,1,196.12
5078,46,1,309.85
5078,34,1,62.46
5078,93,2,378.3
5078,51,2,508.1
5079,14,4,1926.04
5079,94,2,778.64
5079,27,1,279.41
5079,58,5,1474.8
5080,92,2,418.5
5080,11,2,444.58
5081,98,3,652.05
5081,89,5,1882.75
5082,50,1,314.8
5082,48,3,82.29
5082,64,3,825.24
5082,32,4,1520.52
5083,26,5,1851.3
5084,9,3,1195.86
5084,59,5,2352.05
5084,31,1,181.21
5084,56,4,1292.0
5085,81,5,317.45
5085,39,3,719.16
5086,39,5,1198.6
5086,57,2,36.24
5086,47,5,1596.85
5087,2,1,268.02
5087,11,4,889.16
5087,30,5,638.15
5088,67,1,480.79
5088,7,2,521.14
5088,83,2,632.66
5088,97,4,1719.64
5089,86,5,2013.6
5089,61,3,591.42
5089,12,4,175.36
5090,74,5,1715.45
5090,10,5,695.3
5091,56,4,1292.0
5091,94,5,1946.6
5092,81,4,253.96
5092,8,5,824.3
5092,86,4,1610.88
5093,10,2,278.12
5093,8,1,164.86
5094,11,3,666.87
5095,12,2,87.68
5095,8,5,824.3
5096,26,3,1110.78
5096,82,4,1399.52
5096,73,3,155.25
5096,21,1,276.87
5097,34,3,187.38
5098,60,5,1449.3
5098,2,4,1072.08
5099,70,2,78.66
5099,96,3,1397.16
5099,22,3,1076.16
5100,82,4,1399.52
5100,67,2,961.58
5100,65,1,471.03
5101,9,4,1594.48
5101,2,1,268.02
5101,76,3,488.67
5102,70,3,117.99
5103,56,3,969.0
5103,86,3,1208.16
5103,29,1,212.7
5104,95,3,521.1
5104,55,2,79.86
5104,94,5,1946.6
5104,96,2,931.44
5105,69,4,407.68
5105,47,1,319.37
5106,30,3,382.89
5106,34,3,187.38
5106,93,4,756.6
5107,72,4,56.08
5107,42,3,718.11
5107,46,1,309.85
5107,90,4,1617.52
5108,64,1,275.08
5108,69,4,407.68
5108,79,2,816.32
5109,41,4,993.4
5109,83,3,948.99
5110,51,2,508.1
5110,47,2,638.74
5110,10,4,556.24
5111,36,4,100.64
